description,salary_usd,country
"Junior 1+ years Developer, front-end Bash/Shell C++ Delphi Go AWS Firebase MongoDB MySQL Cape Town South Africa",5854,ZA
"Mid-Level 5+ years Developer, full-stack C# Delphi HTML/CSS JavaScript Firebird Microsoft Access Cape Town South Africa",25532,ZA
"Lead 15+ years Developer, full-stack HTML/CSS JavaScript PHP SQL Amazon Web Services (AWS) Firebase MariaDB MySQL Hybrid Cape Town South Africa",22340,ZA
"Senior 10+ years Developer, front-end HTML/CSS JavaScript Perl SQL Amazon Web Services (AWS) Google Cloud Couch DB MySQL Hybrid Cape Town South Africa",38298,ZA
"Developer, full-stack C# SQL Visual Basic (.Net) Microsoft Azure NuGet Microsoft SQL Server Cape Town South Africa",41538,ZA
"Senior 6+ years Developer, full-stack Delphi HTML/CSS JavaScript PHP Firebird Microsoft Access Remote Cape Town South Africa",4865,ZA
"Lead 35+ years Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Amazon Web Services (AWS) Cloudflare Cosmos DB Dynamodb Remote Cape Town South Africa",81081,ZA
"Mid-Level 5+ years Developer, front-end C# HTML/CSS JavaScript PHP AWS Microsoft Azure MySQL PostgreSQL Cape Town South Africa",14634,ZA
"Mid-Level 4+ years Developer, full-stack C# HTML/CSS JavaScript SQL Amazon Web Services (AWS) Firebase Firebase Realtime Database Microsoft SQL Server Remote Cape Town South Africa",15957,ZA
"Mid-Level 3+ years Developer, front-end C# HTML/CSS JavaScript PowerShell AWS Firebase Cloud Firestore Elasticsearch Cape Town South Africa",32927,ZA
"Mid-Level 3+ years Developer, front-end Java JavaScript Python SQL AWS Microsoft Azure Cloud Firestore DynamoDB Cape Town South Africa",30000,ZA
"Developer, full-stack C# HTML/CSS JavaScript MATLAB IBM DB2 MariaDB Hybrid Cape Town South Africa",20879,ZA
"Mid-Level 3+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript Python InfluxDB MongoDB Remote Cape Town South Africa",48000,ZA
Senior 10+ years Research & Development role Dart Java JavaScript Kotlin Firebase Google Cloud BigQuery Elasticsearch Hybrid Cape Town South Africa,69149,ZA
"Lead 20+ years Developer, full-stack C# HTML/CSS JavaScript PHP Microsoft Azure VMware MariaDB Microsoft SQL Server Hybrid Cape Town South Africa",41234,ZA
"Lead 36+ years Developer, desktop or enterprise applications Delphi SQL Microsoft SQL Server PostgreSQL Cape Town South Africa",48780,ZA
Database administrator or engineer Delphi SQL Microsoft SQL Server Oracle Cape Town South Africa,82418,ZA
"Developer, embedded applications or devices C++ Ninja Hybrid Cape Town South Africa",52747,ZA
Mid-Level 5+ years Research & Development role C# C++ Python Microsoft Azure Microsoft SQL Server MongoDB Cape Town South Africa,44324,ZA
"Lead 37+ years Developer, desktop or enterprise applications Assembly Bash/Shell (all shells) C C++ Amazon Web Services (AWS) Remote Cape Town South Africa",77838,ZA
"Junior 2+ years Developer, full-stack TypeScript AWS DynamoDB MySQL Hybrid Cape Town South Africa",21585,ZA
"Junior 2+ years Developer, full-stack HTML/CSS JavaScript Heroku Microsoft SQL Server Hybrid Cape Town South Africa",10976,ZA
"Lead 18+ years Developer, full-stack C# Dart JavaScript SQL Amazon Web Services (AWS) Microsoft SQL Server Hybrid Cape Town South Africa",53189,ZA
Data scientist Bash/Shell (all shells) Java Python SQL Amazon Web Services (AWS) Cassandra MongoDB Hybrid Cape Town South Africa,71429,ZA
"Senior 7+ years Developer, front-end C C# C++ HTML/CSS AWS Google Cloud MariaDB MongoDB Cape Town South Africa",14634,ZA
"Mid-Level 4+ years Developer, full-stack HTML/CSS PHP SQL Microsoft SQL Server MySQL Hybrid Cape Town South Africa",20541,ZA
"Senior 6+ years Developer, front-end Ada HTML/CSS JavaScript TypeScript Vercel Remote Cape Town South Africa",38919,ZA
"Mid-Level 4+ years Developer, full-stack C# HTML/CSS JavaScript PHP AWS Firebase Microsoft SQL Server MongoDB Cape Town South Africa",13902,ZA
"Senior 6+ years Developer, full-stack Java JavaScript TypeScript AWS Heroku DynamoDB Microsoft SQL Server Cape Town South Africa",71706,ZA
Junior 1+ years System administrator Bash/Shell (all shells) C# HTML/CSS Java Amazon Web Services (AWS) Hybrid Cape Town South Africa,12234,ZA
"Lead 18+ years Developer, front-end C# HTML/CSS Python SQL Microsoft Azure Microsoft SQL Server MongoDB Cape Town South Africa",51220,ZA
Senior 9+ years Data scientist or machine learning specialist Bash/Shell HTML/CSS Java JavaScript Elasticsearch MariaDB Hybrid Cape Town South Africa,38220,ZA
"Lead 35+ years Developer, full-stack Bash/Shell (all shells) Dart Groovy Java Amazon Web Services (AWS) Cloudflare Cosmos DB Elasticsearch Remote Cape Town South Africa",76596,ZA
Lead 24+ years Data scientist or machine learning specialist C# C++ COBOL Delphi AWS Firebase MariaDB Microsoft SQL Server Cape Town South Africa,43902,ZA
"Developer, full-stack HTML/CSS JavaScript PHP PowerShell Cloudflare Composer MariaDB Microsoft SQL Server Remote Cape Town South Africa",65934,ZA
"Lead 20+ years Developer, front-end C# PHP SQL VBA Microsoft SQL Server Hybrid Cape Town South Africa",117073,ZA
"Developer, full-stack C# HTML/CSS JavaScript PHP Amazon Web Services (AWS) Cloudflare Elasticsearch MariaDB Hybrid Cape Town South Africa",60000,ZA
"Lead 22+ years Senior Executive (C-Suite, VP, etc.) F# SQL Microsoft Azure Microsoft SQL Server Cape Town South Africa",182927,ZA
"Developer, desktop or enterprise applications Bash/Shell (all shells) Delphi PowerShell Python Chocolatey Microsoft Azure PostgreSQL SQLite Hybrid Cape Town South Africa",67253,ZA
Engineering manager HTML/CSS JavaScript Python SQL Amazon Web Services (AWS) Cloudflare Elasticsearch MongoDB Cape Town South Africa,66593,ZA
Mid-Level 3+ years Other (please specify): Bash/Shell (all shells) HTML/CSS JavaScript Julia Amazon Web Services (AWS) Dynamodb MariaDB Hybrid Cape Town South Africa,26915,ZA
"Developer, full-stack HTML/CSS JavaScript PHP SQL Composer Digital Ocean MariaDB MySQL Cape Town South Africa",98901,ZA
"Lead 15+ years Developer, full-stack C# HTML/CSS JavaScript SQL Microsoft SQL Server Cape Town South Africa",51220,ZA
"Senior 10+ years Developer, full-stack C# Dart HTML/CSS JavaScript Firebase Google Cloud Cloud Firestore Microsoft SQL Server Cape Town South Africa",57073,ZA
"Senior 8+ years Developer, desktop or enterprise applications C++ HTML/CSS JavaScript Lua MariaDB Microsoft SQL Server Cape Town South Africa",15957,ZA
"Mid-Level 4+ years Developer, full-stack Bash/Shell (all shells) Groovy HTML/CSS Java Managed Hosting MariaDB MySQL Remote Cape Town South Africa",44947,ZA
"Senior 6+ years Developer, full-stack Bash/Shell (all shells) C# HTML/CSS Java Amazon Web Services (AWS) Digital Ocean MariaDB Microsoft SQL Server Hybrid Cape Town South Africa",49787,ZA
"Senior 7+ years Developer, full-stack C# HTML/CSS JavaScript PowerShell Amazon Web Services (AWS) Microsoft Azure Microsoft SQL Server MySQL Hybrid Cape Town South Africa",29189,ZA
"Mid-Level 4+ years Developer, full-stack JavaScript PowerShell Python SQL Microsoft Azure Microsoft SQL Server SQLite Hybrid Cape Town South Africa",40213,ZA
"Junior 1+ years Developer, full-stack C# HTML/CSS JavaScript PHP MariaDB MySQL Cape Town South Africa",6085,ZA
"Lead 13+ years Developer, mobile Bash/Shell (all shells) Swift Microsoft Azure Remote Cape Town South Africa",60566,ZA
"Developer, embedded applications or devices Bash/Shell (all shells) C C# Groovy Hybrid Cape Town South Africa",38462,ZA
"Mid-Level 4+ years Developer, full-stack Bash/Shell C# C++ Delphi AWS Firebase Elasticsearch Microsoft SQL Server Hybrid Cape Town South Africa",18293,ZA
"Senior 6+ years Developer, back-end Bash/Shell (all shells) HTML/CSS Java Python Amazon Web Services (AWS) H2 MongoDB Hybrid Cape Town South Africa",50532,ZA
"Lead 32+ years Developer, front-end Delphi JavaScript SQL Microsoft SQL Server Cape Town South Africa",87805,ZA
"Lead 25+ years Developer, full-stack Assembly C++ Delphi Python Microsoft Azure Microsoft SQL Server SQLite Cape Town South Africa",8108,ZA
"Mid-Level 3+ years Developer, back-end Java SQL Oracle PostgreSQL Hybrid Cape Town South Africa",18919,ZA
"Developer, full-stack Dart GDScript HTML/CSS JavaScript Amazon Web Services (AWS) APT Firebase Realtime Database MariaDB Remote Cape Town South Africa",18132,ZA
"Intern 0+ years Developer, front-end C# HTML/CSS JavaScript PHP Firebase Google Cloud Cloud Firestore DynamoDB Cape Town South Africa",3293,ZA
"Lead 40+ years Developer, back-end C# Java JavaScript TypeScript Microsoft Azure MongoDB Remote Cape Town South Africa",64865,ZA
"Senior 6+ years Developer, full-stack C# C++ Cobol Crystal Google Cloud Netlify Microsoft Access Microsoft SQL Server Hybrid Cape Town South Africa",6383,ZA
"Lead 22+ years Developer, full-stack Bash/Shell C# Delphi HTML/CSS AWS Microsoft Azure Microsoft SQL Server PostgreSQL Cape Town South Africa",62561,ZA
"Senior 10+ years Developer, back-end Bash/Shell C# HTML/CSS Java DigitalOcean Microsoft Azure Microsoft SQL Server MySQL Cape Town South Africa",56707,ZA
"Lead 17+ years Developer, full-stack C# HTML/CSS JavaScript PHP Amazon Web Services (AWS) Cloudflare MariaDB Remote Cape Town South Africa",99574,ZA
"Intern 0+ years Developer, mobile C# HTML/CSS JavaScript Kotlin Firebase Microsoft Azure Cloud Firestore Firebase Realtime Database Cape Town South Africa",10378,ZA
"Lead 11+ years Developer, full-stack C# HTML/CSS JavaScript SQL AWS Google Cloud Microsoft SQL Server MySQL Cape Town South Africa",43902,ZA
"Lead 13+ years Developer, full-stack C# JavaScript SQL TypeScript Microsoft Azure Microsoft SQL Server MongoDB Cape Town South Africa",54878,ZA
Senior 10+ years Product manager HTML/CSS JavaScript PHP Cloudflare Microsoft Azure MariaDB MySQL Remote Cape Town South Africa,42553,ZA
"Lead 24+ years Developer, front-end Dart HTML/CSS JavaScript PHP AWS Google Cloud Microsoft SQL Server MongoDB Cape Town South Africa",73171,ZA
"Lead 22+ years Developer, back-end Java AWS MySQL Cape Town South Africa",87073,ZA
"Junior 2+ years Developer, full-stack HTML/CSS JavaScript Solidity SQL Digital Ocean Heroku Microsoft SQL Server MongoDB Remote Cape Town South Africa",6383,ZA
"Senior 10+ years Developer, full-stack Bash/Shell C# HTML/CSS JavaScript Microsoft Azure MariaDB Microsoft SQL Server Hybrid Cape Town South Africa",54149,ZA
"Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript PHP Amazon Web Services (AWS) Composer MariaDB MySQL Cape Town South Africa",11868,ZA
"Senior 7+ years Developer, full-stack Assembly Bash/Shell C C++ AWS DynamoDB Hybrid Cape Town South Africa",67537,ZA
"Developer, desktop or enterprise applications C# HTML/CSS JavaScript TypeScript Chocolatey Cloudflare Hybrid Cape Town South Africa",20879,ZA
"Lead 28+ years Developer, desktop or enterprise applications C# Delphi SQL VBA Microsoft Azure Microsoft Access Microsoft SQL Server Hybrid Cape Town South Africa",44947,ZA
"Junior 2+ years Developer, full-stack HTML/CSS JavaScript PowerShell SQL Microsoft SQL Server PostgreSQL Remote Cape Town South Africa",15000,ZA
"Mid-Level 4+ years Developer, front-end Elixir HTML/CSS JavaScript PHP AWS DigitalOcean MariaDB MySQL Cape Town South Africa",32927,ZA
"Developer, full-stack Bash/Shell (all shells) C C# HTML/CSS Amazon Web Services (AWS) Bun Dynamodb Microsoft Access Cape Town South Africa",82418,ZA
"Senior 8+ years Developer, back-end Go JavaScript PHP Python Amazon Web Services (AWS) Digital Ocean MariaDB MySQL Remote Cape Town South Africa",91892,ZA
"Intern 0+ years Developer, full-stack HTML/CSS Java Python SQL Microsoft Azure Elasticsearch MariaDB Hybrid Cape Town South Africa",17713,ZA
Data engineer Bash/Shell (all shells) C C++ GDScript Maven (build tool) npm H2 PostgreSQL Cape Town South Africa,5769,ZA
Lead 12+ years Data scientist or machine learning specialist Bash/Shell (all shells) Lua Python R Amazon Web Services (AWS) DuckDB PostgreSQL Remote Cape Town South Africa,159574,ZA
"Lead 19+ years Senior Executive (C-Suite, VP, etc.) Go PHP Python SQL Cloudflare Google Cloud BigQuery Elasticsearch Hybrid Cape Town South Africa",85106,ZA
"Mid-Level 5+ years Developer, full-stack Bash/Shell C C# F# AWS Firebase Microsoft SQL Server Firebase Realtime Database Cape Town South Africa",29268,ZA
Lead 30+ years Engineering manager Bash/Shell (all shells) Dart HTML/CSS JavaScript Digital Ocean Firebase Cloud Firestore MySQL Remote Cape Town South Africa,40851,ZA
Mid-Level 5+ years Data scientist or machine learning specialist C++ SAS AWS Google Cloud MySQL SQLite Hybrid Cape Town South Africa,73171,ZA
Student Hybrid Cape Town South Africa,7912,ZA
"Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript PowerShell Chocolatey Docker MongoDB PostgreSQL Cape Town South Africa",42308,ZA
"Developer, full-stack C# HTML/CSS Java JavaScript Docker Microsoft Azure Microsoft SQL Server Hybrid Cape Town South Africa",20879,ZA
"Lead 25+ years Developer, back-end Bash/Shell (all shells) C Cobol Go Amazon Web Services (AWS) Digital Ocean Dynamodb H2 Remote Cape Town South Africa",106383,ZA
"Lead 20+ years Developer, front-end Bash/Shell C C++ HTML/CSS AWS Google Cloud CouchDB Microsoft SQL Server Cape Town South Africa",87805,ZA
"Lead 22+ years Developer, full-stack C# VBA Microsoft SQL Server Hybrid Cape Town South Africa",54486,ZA
"Lead 14+ years Developer, full-stack Go HTML/CSS JavaScript PHP Fly.io Heroku MySQL PostgreSQL Remote Cape Town South Africa",5053,ZA
"Lead 11+ years Developer, full-stack C# HTML/CSS JavaScript PowerShell Google Cloud Microsoft Azure Microsoft SQL Server Cape Town South Africa",69512,ZA
"Senior 10+ years Developer, front-end Bash/Shell C# Go JavaScript AWS DynamoDB MySQL Cape Town South Africa",40244,ZA
"Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Microsoft SQL Server Remote Cape Town South Africa",53956,ZA
Mid-Level 3+ years Data scientist or machine learning specialist Delphi HTML/CSS JavaScript SQL Firebase Google Cloud Elasticsearch PostgreSQL Hybrid Cape Town South Africa,18293,ZA
"Developer, full-stack Delphi HTML/CSS Java JavaScript Docker Firebase Elasticsearch Firebase Realtime Database Hybrid Cape Town South Africa",6593,ZA
Lead 25+ years Cloud infrastructure engineer Groovy Python Amazon Web Services (AWS) MySQL PostgreSQL Remote Cape Town South Africa,60000,ZA
"Mid-Level 4+ years Developer, full-stack JavaScript PHP Python SQL Amazon Web Services (AWS) Heroku MySQL PostgreSQL Hybrid Cape Town South Africa",15957,ZA
"Lead 24+ years Senior Executive (C-Suite, VP, etc.) Bash/Shell (all shells) C HTML/CSS JavaScript Amazon Web Services (AWS) Cloudflare MySQL PostgreSQL Hybrid Cape Town South Africa",108108,ZA
"Lead 30+ years Developer, desktop or enterprise applications Bash/Shell (all shells) Java JavaScript SQL Amazon Web Services (AWS) Digital Ocean Couchbase Elasticsearch Remote Cape Town South Africa",97297,ZA
"Senior 10+ years Developer, front-end C# JavaScript Rust TypeScript Google Cloud Microsoft Azure Elasticsearch Microsoft SQL Server Hybrid Cape Town South Africa",70244,ZA
Lead 12+ years Research & Development role Bash/Shell (all shells) Rust Scala TypeScript Amazon Web Services (AWS) Google Cloud Cassandra Clickhouse Remote Cape Town South Africa,159574,ZA
"Intern 0+ years Developer, full-stack C# Python Visual Basic (.Net) Microsoft Azure PostgreSQL Remote Cape Town South Africa",23936,ZA
"Senior 7+ years Developer, front-end Bash/Shell C# HTML/CSS JavaScript AWS Microsoft Azure DynamoDB Microsoft SQL Server Hybrid Cape Town South Africa",53011,ZA
"Mid-Level 3+ years Developer, full-stack Bash/Shell (all shells) C# Go HTML/CSS Amazon Web Services (AWS) Heroku PostgreSQL Redis Hybrid Cape Town South Africa",18617,ZA
"Lead 25+ years Developer, full-stack C# F# HTML/CSS JavaScript Microsoft Azure Microsoft SQL Server Hybrid Cape Town South Africa",54054,ZA
"Mid-Level 5+ years Developer, back-end HTML/CSS JavaScript SQL TypeScript Amazon Web Services (AWS) PostgreSQL Redis Remote Cape Town South Africa",19149,ZA
"Lead 34+ years Developer, back-end Bash/Shell (all shells) Delphi PowerShell Python Microsoft Azure Firebird Microsoft SQL Server Hybrid Cape Town South Africa",51405,ZA
"Mid-Level 4+ years Developer, full-stack HTML/CSS JavaScript Python SQL Amazon Web Services (AWS) Heroku MongoDB MySQL Hybrid Cape Town South Africa",31915,ZA
Data engineer Bash/Shell (all shells) C# Python SQL Amazon Web Services (AWS) Docker Dynamodb Microsoft SQL Server Hybrid Cape Town South Africa,82418,ZA
"Intern 0+ years Developer, full-stack OVH VMware Microsoft SQL Server MySQL Cape Town South Africa",9512,ZA
Senior 10+ years Blockchain Bash/Shell (all shells) Go Java JavaScript Amazon Web Services (AWS) Digital Ocean MariaDB Neo4J Remote Cape Town South Africa,106383,ZA
"Lead 13+ years Developer, back-end C# HTML/CSS SQL Microsoft Azure Microsoft SQL Server PostgreSQL Cape Town South Africa",38898,ZA
"Mid-Level 3+ years Developer, full-stack Clojure HTML/CSS JavaScript Python Google Cloud MySQL PostgreSQL Hybrid Cape Town South Africa",31915,ZA
"Lead 27+ years Developer, front-end C# C++ Delphi HTML/CSS Firebase MongoDB MySQL Cape Town South Africa",73171,ZA
